feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,class
-8.633155,8.716675,6.4740252,20.716818,12.712877,6.478961,-6.6405325,-0.78504944,-5.3729563,-0.40953726,meningioma
-12.354546,2.8827848,8.852411,17.741203,10.321392,4.255283,-6.963067,1.9619503,-9.847063,-0.54775304,meningioma
-17.644323,-2.13031,9.323048,13.550447,7.528215,0.714282,-5.0906596,1.8075677,-10.375379,-1.0438612,meningioma
-22.820438,1.7585781,0.6003032,19.380413,9.458225,7.626762,-1.4732281,-4.6264052,-1.8101578,2.3242981,meningioma
0.016200004,-15.581084,12.849275,4.3204427,-9.391328,8.738418,-4.5208454,-4.8759303,-2.7212071,1.5883182,meningioma
-8.053584,14.176037,0.63806623,22.894382,12.261664,7.6157355,-3.7957516,-6.577609,2.2,2.1555643,meningioma
-8.613809,13.554895,4.2617545,21.954401,15.657592,7.341721,-1.7099136,-2.995836,-3.0781217,-1.5302134,meningioma
-7.728252,9.120746,6.3503723,22.678911,14.622575,7.8178654,1.9299791,-4.281303,-6.184778,-3.4770699,meningioma
-12.243069,4.299533,8.471406,20.284552,12.898064,7.254046,2.1069047,-3.0083368,-7.2688212,-4.314737,meningioma
-17.823446,5.39188,5.470442,17.418821,12.882691,7.4193664,1.674721,-3.7105079,-5.1393557,-1.9605135,meningioma
-15.979582,10.954058,2.9641345,19.584393,14.459722,10.109791,2.7925735,-6.0508676,-0.5283199,-0.21559057,meningioma
-19.558073,14.069679,-3.8607764,19.254286,9.345623,10.366275,2.8533251,-7.021308,3.7885208,1.266619,meningioma
-4.5979915,-16.255157,12.043375,4.6529245,-9.010521,7.665532,-3.4340687,-5.5070724,-2.9341252,1.4286109,meningioma
-28.35714,3.754436,-1.8525401,18.939928,2.7932231,10.906005,1.9527465,2.9409766,6.0077815,-4.1117744,meningioma
-23.320185,6.1347904,-0.55826,19.943268,5.036646,10.267695,2.6253312,1.6086488,6.824611,-4.974964,meningioma
-34.82046,7.0526733,-6.7712917,8.467255,-0.95945925,5.0476894,-2.1477332,0.34770846,8.578572,-1.8218066,meningioma
-25.22459,11.113969,-4.465795,12.062877,4.9298353,7.4020467,-3.990195,-3.152208,5.5007954,-4.1723175,meningioma
-0.6637051,-16.197294,9.139489,27.18334,-2.0258102,-1.5420372,-6.742958,2.9697826,-12.984861,-5.4112434,meningioma
6.070946,-16.66341,11.521921,25.366076,-7.977528,-1.4004663,-3.1611276,2.1933162,-17.90018,-7.900037,meningioma
-8.495318,-20.210457,9.105346,19.441044,-8.053229,-1.6096411,-0.30559465,-1.3289527,-15.024058,-6.095638,meningioma
-33.296543,11.4986315,-10.146703,9.010387,-3.9328704,3.613371,2.2872725,3.9682572,14.36053,5.199143,meningioma
-8.312602,-16.444614,11.617587,4.274173,-8.233565,5.655956,-1.6660054,-5.9695973,-3.22947,1.4631739,meningioma
-29.157207,12.439822,-9.222988,12.47833,0.46843663,6.4916587,0.36852464,0.83670807,11.214822,5.566052,meningioma
-17.967485,19.234005,-8.80298,16.622372,5.0647397,9.602823,-1.83399,-2.0422902,5.3956003,5.146834,meningioma
-19.293581,12.969065,-1.9800221,14.560545,12.699126,6.3896575,-1.1222216,-6.8570557,-3.3395617,2.9374616,meningioma
-20.104069,10.473702,1.8514204,12.679664,14.217107,4.38739,0.16211745,-6.6149116,-4.8155584,2.0404701,meningioma
-17.128965,14.957348,-1.2159033,13.96787,11.365088,4.8879957,-0.07256313,-10.2521105,-1.9447068,-0.105901934,meningioma
-23.643227,18.660784,-13.4257145,11.890493,-5.3978515,7.3200884,4.480964,1.2097566,6.824515,2.0129695,meningioma
-11.323175,8.661456,4.891659,-5.067218,4.015385,-1.4552724,13.35355,-0.9777004,-5.77125,5.3696885,meningioma
-14.7769985,9.510619,3.8232358,-3.25314,4.138557,-2.1355255,13.774653,-1.9246882,-4.6865106,3.7580225,meningioma
-12.024098,14.139912,2.5819297,-1.5942293,3.0078275,-3.143762,15.140969,-2.465071,-5.291404,3.6326113,meningioma
-19.562288,12.92909,-1.9603248,-1.1731619,-0.2710213,-3.7587597,12.749684,-4.1874695,-7.1902122,3.2384398,meningioma
-16.563234,18.581177,-6.3731303,-0.28485996,-2.325831,-2.0403605,11.048238,-6.7706056,-10.339941,1.5812094,meningioma
-14.59004,17.15341,-2.3694894,10.947558,10.39175,4.272348,1.8051466,-12.16124,-1.2029144,-0.9935219,meningioma
-18.202024,13.3504305,-0.35381216,9.24749,11.171783,3.2628353,2.315216,-11.185905,-3.1275713,-1.8684134,meningioma
-16.026028,14.168827,0.9998014,8.637426,11.012273,2.0931978,3.4102871,-10.774284,-4.4833174,-2.439043,meningioma
-14.73266,20.233479,-5.8060355,15.680395,7.2481236,9.022954,6.882293,-11.360758,-0.7098262,4.3286896,meningioma
-18.474472,21.242645,-12.085899,14.24977,-5.4797654,11.9720545,8.497212,-0.10498382,4.4359565,5.5819983,meningioma
-8.237033,5.1077204,23.844004,-12.414641,13.4884615,-9.836654,5.813257,-4.834012,4.845847,-7.807544,meningioma
-27.488682,20.022305,-17.666504,10.645518,-24.30207,12.1802845,10.125811,12.586246,-4.3390737,-1.5800345,meningioma
-40.88496,12.501199,-14.965635,6.954323,-23.287022,11.772695,11.197463,7.7358837,-5.602782,-4.2978387,meningioma
-8.807949,5.3292284,11.0908785,-2.3805585,2.1185894,1.5846572,9.696092,2.0942085,-2.2723417,8.144523,meningioma
-3.3306952,1.1455642,13.620165,-3.385078,0.8785168,7.1263013,11.334179,-0.9642103,-2.7490425,5.9945803,meningioma
-1.9608368,0.10698337,14.376062,-4.6917768,-1.3901314,7.1063275,8.650494,1.8931763,-2.504984,5.9165044,meningioma
-3.4491444,5.385516,12.206317,-6.543378,-0.5361061,2.742197,11.801956,0.21043265,-3.6525536,6.826502,meningioma
-16.762377,12.429199,4.4204564,-2.324648,0.053356662,-2.3418846,14.724699,-0.67715186,-8.354679,3.90012,meningioma
-18.679104,-1.1762185,23.815338,-7.9153376,12.238533,-7.1139803,3.5468564,5.2699046,7.8984647,-6.9162097,meningioma
-5.661772,4.119151,15.33195,4.2568493,9.586315,-9.656367,1.2152199,-0.32709366,-12.495244,-10.495733,meningioma
-24.586712,10.890092,-2.4262624,-3.578821,-0.8509069,-0.8948528,9.306258,-2.0511785,-4.335989,-0.38729176,meningioma
-26.207096,8.8999195,-0.48193178,-5.2004194,-0.45491394,-2.0071719,10.826896,0.34328276,-2.8351402,0.39792082,meningioma
-25.158554,8.592664,0.9203339,-6.2935247,0.4068094,-1.9700302,11.771005,-0.022143865,-1.9998044,1.4254982,meningioma
-17.949299,10.574337,2.2114503,-7.435356,0.4333584,-0.86949164,12.26994,-1.73332,-3.8729253,2.4057117,meningioma
-19.402805,17.956337,-4.997808,4.060752,3.8407168,1.6166679,8.729238,-8.524201,-8.490468,1.1276423,meningioma
-5.45503,5.396513,8.714474,-7.813939,-3.6851528,4.5065966,17.599468,-0.37501103,-8.367546,8.398197,meningioma
-11.2231655,3.4370422,23.716805,-7.7819514,10.09607,-5.2869883,0.7838352,11.199667,10.409977,-5.4356656,meningioma
-11.353203,8.196751,7.3497057,-4.605023,-5.5147476,-0.32793307,23.432156,2.4675655,-9.407979,4.7506137,meningioma
-21.941015,5.556117,2.9814997,-0.52435905,-3.522846,-1.9389524,18.983286,1.2424687,-13.507897,1.0972347,meningioma
-6.363315,16.637594,6.3891225,10.03459,13.963819,-0.16465546,0.12373741,-1.7759023,-3.0800023,-10.537815,meningioma
-4.336385,7.4598517,13.902332,4.9127073,6.914897,-1.943894,1.9224468,2.972182,-3.4434705,-16.793217,meningioma
-9.134284,-0.69110715,13.929469,-1.4948978,-2.9687784,-3.3502202,2.1636317,5.6173077,-4.446505,-17.662853,meningioma
-6.2526093,-4.577813,13.592515,-2.9373145,-7.974329,-3.2694974,-1.5563904,6.116309,-5.0129805,-13.03752,meningioma
8.787356,-26.039392,-5.911425,-10.921914,4.6876073,8.344412,-5.3355417,-1.5625867,4.97274,3.4730034,meningioma
8.731904,-23.814178,-5.7014036,-9.219076,3.137103,10.106537,-5.138075,-2.099775,4.118791,3.452375,meningioma
-4.130491,-1.8701179,7.0764,-10.918375,0.060156044,-6.1810856,-7.1125937,-2.0272472,-4.453835,-12.18363,meningioma
-2.4103355,-6.6840158,8.153184,-11.280203,-0.27364528,-8.541745,-7.258682,-1.3139262,-4.1227307,-11.126598,meningioma
22.341063,1.881365,5.97046,17.69672,-5.3421726,0.308784,-14.604302,0.20168315,-1.408227,-11.623762,meningioma
9.56242,-12.062231,0.613556,11.928625,-3.2358787,-9.306753,-6.860499,-6.4420557,-1.0124328,-12.586749,meningioma
-22.568314,-12.186007,4.902011,21.647089,0.71435624,4.8491693,0.7880056,13.059425,4.533234,0.92876583,meningioma
-22.718155,-9.9183655,4.7726746,21.218235,-0.19693246,4.5973487,0.39234126,12.900689,4.9673905,0.969296,meningioma
-20.29667,-2.8801308,1.4949024,22.266384,-2.6217253,6.060976,1.4152485,11.230762,2.2899165,1.6413646,meningioma
8.449959,9.076623,13.108658,15.751821,5.7607255,3.599768,-5.520606,5.9019785,-4.382742,-4.8029027,meningioma
-26.385588,26.827875,-15.927528,-6.39001,-0.5981356,-3.4207468,-6.2379503,-11.704705,-4.756873,2.429526,meningioma
-9.243096,-16.308964,4.578361,1.9061136,-6.1402335,4.306251,1.5902635,4.2226214,7.8298054,-7.5459523,meningioma
-7.1099997,-16.829916,6.3598685,2.1223156,-5.0592875,4.757548,0.7209733,4.336093,7.028061,-7.779531,meningioma
-7.4170456,-14.735162,6.6711745,1.574644,-4.559874,4.1331153,1.2748568,5.2179766,7.606377,-8.534189,meningioma
-34.479797,16.085926,-11.077698,-2.0243006,6.5001855,-3.5488534,-8.537746,-9.910248,1.1028938,4.2585063,meningioma
0.2602427,-2.517408,4.925407,-7.3777466,-1.1787702,9.045824,0.68356663,-0.20794035,4.6629057,-13.661632,meningioma
-1.133552,-10.334876,5.8355074,-8.190523,0.7455154,8.995882,-2.7348773,-1.0902504,2.3732321,-12.09818,meningioma
-7.3046045,-12.691442,4.5102663,-8.431052,0.5438716,7.54313,-3.6548731,-0.602634,2.3400006,-11.032574,meningioma
-10.901332,-8.41897,3.3760824,-7.4830728,-1.2089856,7.8877597,1.6099837,-0.6534865,3.8062017,-14.338625,meningioma
-23.304758,32.008686,-21.381275,-5.4140887,-7.5559616,-0.6344098,-8.041281,-4.593111,-0.86820775,3.9700725,meningioma
-13.50431,-5.1074166,3.5981658,-9.592975,-0.5373325,5.052977,4.2340345,0.96894956,5.185983,-15.939838,meningioma
-3.622544,-16.786245,3.7147553,12.788993,-3.7813962,-9.320348,-8.450217,-10.34536,-1.88479,-8.708588,meningioma
-4.0062995,-14.318261,5.5346727,15.254865,-3.1730943,-6.5728397,-7.4055624,-10.489512,-2.2964418,-9.2279215,meningioma
-9.41248,-13.98495,4.8139167,19.802639,-3.8217194,-1.5724946,-5.52863,0.17666405,-3.0731995,-5.994922,meningioma
-2.4145234,1.6754674,14.3610115,12.317028,1.442187,1.545635,-1.5772468,5.828248,-8.966429,-10.223032,meningioma
-5.6378627,-1.9450084,14.114544,9.306953,-4.051384,-0.6086588,-1.2888516,6.5247254,-8.344707,-7.6266923,meningioma
9.962159,26.408802,4.5290804,25.438087,6.066798,10.8901,-2.6931581,13.683152,11.493313,-4.645369,meningioma
-27.314241,29.334507,-24.875439,-4.916402,-18.04493,1.6679198,-7.8038616,6.5884767,2.0556257,4.087111,meningioma
-5.6318293,7.107394,-1.8432994,26.323015,-2.2655122,3.1345024,-6.1972055,6.578797,3.878638,9.163928,meningioma
-3.2479045,-0.090160474,0.51271147,28.036455,-4.3898387,3.34947,-6.684095,9.515376,4.0216193,5.8780975,meningioma
-14.060913,-9.847751,-2.6915042,21.695358,-4.395444,0.37551665,-6.48261,1.5662351,-0.47164696,-1.6015071,meningioma
-13.3739805,-14.26805,-1.3689377,22.594105,-4.697934,-0.92351186,-5.1265626,1.7450249,-1.0715785,-1.9478225,meningioma
9.290948,-3.5194502,8.687131,13.483651,-5.1950665,-1.3285089,-12.021276,4.1566505,-6.864217,-2.5168166,meningioma
2.7145977,-15.214428,8.672781,7.2670083,-7.1582828,-8.149334,-12.770187,-2.8840613,-7.610615,-2.4130194,meningioma
-2.1037574,-18.24404,6.0014496,4.513368,-7.842454,-8.400081,-10.667589,-2.4767888,-5.721373,-2.000715,meningioma
-6.696918,-12.9708,11.18525,3.605518,-7.7213764,-4.265866,-3.051478,-3.4146678,-5.43501,-15.875419,meningioma
11.966665,6.2165146,8.247193,-15.737274,-3.9784865,-1.854412,-6.721989,3.430671,-3.4460788,-0.547839,meningioma
-21.819517,12.73656,8.956142,-3.5693367,13.083805,-7.898747,0.82592666,-3.9127204,-0.29732192,0.7737492,meningioma
1.2968595,-2.9530182,4.003435,-20.111223,-5.414997,0.28582394,-8.088041,-0.12218968,-2.7282007,0.13928257,meningioma
-2.5981154,-6.852732,0.5564214,-19.672976,-2.7871282,1.7949656,-8.370113,-2.5837355,1.2513416,1.0951433,meningioma
-10.4187155,-18.806147,0.16576493,-19.506048,1.3700323,-0.29005876,-7.471452,-3.0634785,3.1772323,2.8089588,meningioma
-34.716564,-23.504587,6.074585,-0.24479203,-3.2297375,-5.271504,2.598947,2.7118702,1.4876814,-2.136097,meningioma
-19.208424,-33.255245,-6.117069,-0.5078758,6.526964,-2.4155467,5.0312557,6.399558,0.80474234,-9.435737,meningioma
-28.918848,-34.454018,-6.8577003,-4.2143297,2.4822354,-4.4539194,3.012501,5.2710094,0.96916074,-7.4933057,meningioma
-19.378359,-33.93496,-8.806999,-3.281454,2.4880507,-3.8444655,3.2594974,4.903187,0.32143855,-8.459741,meningioma
-33.636116,12.155543,-5.134149,-3.8611958,7.087992,-4.0483074,-11.131527,-5.668781,-2.5735717,-3.4834142,meningioma
-21.570126,-33.871243,-7.4648423,-3.0502188,3.5649073,-3.6956925,1.867857,4.7845187,-0.10185011,-9.438833,meningioma
-7.150377,-26.968006,1.2386748,6.006635,-11.0838785,-13.061117,3.4147382,-2.8228505,3.7616506,0.42786855,meningioma
-4.9953365,-23.840193,5.264145,7.1836557,-10.334381,-13.076193,2.8951533,-0.33196732,4.3947296,-0.14658836,meningioma
0.73173964,-14.944397,3.9809153,14.896838,-6.6727977,-12.477912,-1.6585613,-4.435571,-1.8774282,-2.9229481,meningioma
12.253961,23.734133,-7.7011113,34.03123,-18.423792,13.821394,0.27748978,13.749105,4.6319137,19.459097,meningioma
19.706429,21.046343,-7.133469,36.81569,-8.997242,10.024914,-4.792498,5.8141446,3.530772,22.80789,meningioma
6.566151,6.571829,-2.0643694,28.926453,4.8461485,0.9247677,-3.4203477,-3.248706,-1.4025048,14.578122,meningioma
18.755896,6.0892954,4.866972,28.889608,9.053836,-1.6192961,-4.8343706,0.8590196,-1.6145943,12.820639,meningioma
-25.412638,19.808086,-3.1087387,1.6062232,11.154447,-1.9823374,-5.1321063,-5.5021605,4.0732975,1.5035686,meningioma
-5.7232695,19.840433,-1.8878015,21.69561,9.254694,6.745012,-5.6557555,3.0442398,10.175007,5.3109655,meningioma
-7.3590736,7.8809166,6.911714,18.995716,7.6903863,5.62825,-7.5121617,9.845619,2.9706619,-0.3278561,meningioma
5.0373616,5.716562,14.811671,15.663769,2.8341327,5.7958574,-11.942206,12.435214,-2.4776118,-7.6765347,meningioma
-24.78845,-6.6512957,6.168247,3.550011,3.8875134,-0.029179374,-11.073775,4.960751,-0.70897853,0.22416331,meningioma
-23.686216,-6.7224164,7.2930994,4.16488,7.0532646,-1.5808828,-13.004963,5.1563377,0.88403344,0.75361747,meningioma
-6.117537,7.492599,2.7523546,19.5032,-5.3359184,7.8540673,-6.2635508,10.4308195,2.6989489,-16.445126,meningioma
-12.956088,2.1468189,5.0327587,-20.053291,-8.450148,-1.8723557,7.595892,-1.2117988,-0.7949375,4.649182,meningioma
-21.62041,26.19964,-7.899303,2.1134558,8.726307,-2.5843084,-6.4586368,-8.434113,5.6475353,3.3615975,meningioma
16.082525,-13.684904,12.48182,10.919811,-10.99453,-8.053784,-3.2074192,-3.0917215,-8.234575,-15.137095,meningioma
8.278459,-11.19247,10.882173,12.790041,-7.631597,-4.6460505,-5.816199,-4.133848,-7.4905066,-14.977153,meningioma
12.127063,-29.23672,-14.711443,12.033702,3.1076734,-7.290455,11.443024,1.231107,0.9957547,-17.373165,meningioma
19.826288,-25.596748,-13.480644,16.0056,0.2688559,-6.5626388,12.154251,0.19212072,-2.432404,-18.561468,meningioma
18.844368,-19.273577,-9.561006,19.662674,-5.667274,-4.8074975,7.95994,-3.953499,-7.9116044,-23.541388,meningioma
6.6131325,13.686637,15.646825,8.82155,9.490236,4.334405,-9.064252,4.303593,5.7174196,-10.460392,meningioma
7.63643,3.0555556,17.277617,11.475591,2.6667128,6.145093,-5.970805,2.122509,-0.6784647,-14.637302,meningioma
-23.823233,27.292974,-13.391909,1.8889331,2.709765,-1.6809491,-7.308037,-6.7501383,7.8171086,5.5455256,meningioma
-1.8891617,-6.680158,18.08152,1.6333983,-5.5032234,-5.789898,-8.595424,4.3580885,-9.150802,-9.555174,meningioma
8.236939,-0.3305835,20.918499,3.4448092,-5.427569,-4.0813904,-10.838704,6.609414,-11.226946,-13.178599,meningioma
-8.224845,9.555579,6.9015174,9.089444,4.036411,2.7913558,-9.337644,12.151691,2.8665712,-3.5724664,meningioma
9.796328,10.094174,9.185838,11.113095,-3.4739084,0.46743712,-15.009081,6.4811296,-1.6734496,-7.6920524,meningioma
8.039047,5.0652204,5.667368,6.0195627,-8.874428,-3.173535,-15.400481,0.17001554,-1.8168964,-8.850016,meningioma
-4.957989,-5.441257,4.969238,0.22309461,-8.420347,-5.3893986,-10.179198,-5.0432615,4.219424,-12.06371,meningioma
-0.09371317,-6.400699,4.756478,-0.18685657,-8.525876,-6.959581,-8.753196,-6.591802,5.106341,-13.26496,meningioma
-4.9723063,-12.386421,3.9636016,0.094121665,-8.593405,-9.039321,-9.546854,-5.964902,2.337886,-12.74948,meningioma
-51.649216,5.448976,-19.03938,-5.7732277,-24.696434,-1.1876405,5.036051,3.890867,-1.8300837,-3.8762164,meningioma
-25.172058,19.834509,-10.381312,11.03662,0.5328065,0.7461499,-0.17973301,1.4178991,13.308561,-1.5855335,meningioma
-15.457749,15.841008,-2.6954448,18.721504,5.4525943,6.354763,0.29701525,5.7795906,10.062865,-8.5036335,meningioma
-4.9561825,-9.021982,13.018274,11.363159,0.5049531,-1.5057187,-8.196534,-0.81428397,-9.819384,-11.243083,meningioma
1.9449284,-2.495934,12.843552,13.668124,0.730887,0.7152429,-8.71172,0.22454865,-8.053828,-12.896568,meningioma
1.2501793,1.3573215,12.166847,14.753415,1.7597657,4.180169,-8.000639,4.407881,-5.4656167,-14.169308,meningioma
-1.6178964,8.395168,8.284389,20.540546,7.737815,6.9102817,-5.210632,9.361988,-0.14766075,-10.148191,meningioma
-1.2154058,14.5366335,3.573104,25.548208,12.517036,8.106418,-3.4669518,5.8251815,4.0447,-6.9719944,meningioma
-19.349993,37.89739,-28.218891,0.6773937,-22.217407,1.2126834,-6.7595115,7.828655,2.7230685,4.1833735,meningioma
14.354774,-6.5393934,7.171101,9.256978,-5.8095875,-7.3964863,8.577978,6.6726336,-0.52580917,3.6847062,meningioma
9.457929,-14.792729,5.4577756,8.153729,-5.8749638,-6.882669,5.6213794,5.4831333,6.6898394,5.400577,meningioma
1.8257147,-20.857576,3.3146405,7.775031,-4.078143,-3.0420542,5.248747,1.8247716,7.802503,2.018149,meningioma
0.333815,-8.814038,4.410876,8.163195,-5.059348,-6.9845924,6.7986674,3.9434302,-1.9719496,2.4670298,meningioma
4.0319324,-6.5482845,-1.5507473,31.080256,-13.15336,4.041519,-8.782342,1.3918425,-3.6104777,-8.0802145,meningioma
0.8704873,-11.291886,-3.8407183,29.932955,-7.830354,-4.241816,-5.3826447,0.872613,-0.5567184,-6.625976,meningioma
-13.694402,-22.08773,-4.3925896,21.278696,-3.7255235,-8.774743,-3.32021,1.509972,1.1840547,-7.050435,meningioma
-32.433575,16.359142,-10.04638,1.5619676,4.231534,-3.4940624,-8.197824,-8.300449,4.713272,2.9652107,meningioma
-23.87947,15.368403,-4.5239687,7.8541746,6.7450957,-1.8702128,-10.019959,6.869851,11.649758,2.369176,meningioma
-3.8715627,6.2068295,8.125128,11.10218,-4.254914,7.6907253,-13.119383,11.065262,3.6236963,-4.8894076,meningioma
-35.813183,14.477307,-9.47031,-1.724741,7.4271355,-4.0584025,-7.283783,-11.960293,0.81935835,3.3099878,meningioma
-2.6537514,0.71942234,8.815539,10.617744,-7.40698,7.1673517,-10.507953,4.2830377,-0.86871684,-8.33871,meningioma
-33.364174,18.038618,-21.89,-0.091896206,-16.4073,-2.5313437,-6.615941,10.490704,5.0583687,2.651213,meningioma
-15.094908,18.310663,-6.5274873,12.22758,2.4244401,2.2800245,-8.858062,5.5324345,8.06784,9.564884,meningioma
6.41983,22.685444,1.3636719,21.356989,8.977974,5.6869216,-7.2776837,5.08912,0.73381335,7.7767487,meningioma
15.295977,18.032145,8.588388,21.99061,9.7908945,5.871614,-6.2887845,7.177213,-5.898539,3.7426457,meningioma
-30.814913,17.53152,-8.270073,1.0003428,7.1622906,-3.1991136,-7.9137406,-9.997923,4.174114,2.5842686,meningioma
3.3524687,-10.007138,1.9384248,15.362785,-6.6670375,-5.127134,-4.924989,-8.57793,-3.1504762,-17.190203,meningioma
-6.0645843,-12.179752,6.584371,22.25458,-7.009159,2.3588672,-8.522036,2.4275599,-6.090374,-4.3579597,meningioma
10.922415,7.407119,8.642891,18.18106,-2.4904227,3.0510824,-11.804302,5.1577716,-4.147067,-7.883936,meningioma
-14.323192,-7.283692,6.052279,11.202663,-2.1036513,0.014566207,-9.238483,1.1962816,-2.5307746,-5.5900464,meningioma
6.512068,-5.3607154,8.48812,12.657852,-3.512395,-5.947752,-12.4859295,0.5762062,-3.4620225,-9.562716,meningioma
-4.159156,-3.9525867,7.9599805,4.1392636,-6.324842,-0.6888444,-11.407077,-3.1716163,-0.19523251,-15.504461,meningioma
-3.892868,-4.3978996,7.3492126,4.3755355,-4.877163,-2.895294,-11.550498,-4.495138,-0.39134553,-13.725734,meningioma
-25.614767,10.567148,-7.370333,12.320286,-8.567735,4.920949,3.002627,11.4655285,12.335609,9.45268,meningioma
20.483547,19.70828,7.4321437,-0.34826368,-1.2051795,3.1076229,-6.421284,-5.639743,0.28639716,-26.422308,meningioma
7.1223154,4.636225,5.439836,-2.3596678,-4.9211955,2.0941703,-2.887313,-8.085526,-0.8663607,-28.56329,meningioma
13.900542,3.5659137,3.4602447,-5.4531093,-7.7923393,-1.5778909,-2.4684477,-5.5491424,0.033336043,-28.328909,meningioma
-18.167088,14.844559,-3.056372,5.53765,2.2567816,-1.0507272,-14.14707,10.846541,8.536041,5.851581,meningioma
-23.599659,22.633804,-13.626836,4.524341,-2.7906063,-3.333181,-10.1047125,9.273916,10.093338,3.0019805,meningioma
-1.8135564,6.2446594,17.164583,5.979252,8.850443,0.56545573,0.63900775,5.6901746,1.0225613,-10.391304,meningioma
-12.074308,18.485058,1.507819,10.5140705,16.564764,-5.7037196,-1.258551,-3.849392,6.011124,-1.477376,meningioma
-14.825352,-4.388438,-1.4166437,-16.65712,2.019579,8.388375,1.5003108,-0.86717904,-0.65394455,-10.027046,meningioma
-13.633757,1.063402,-1.8748568,-17.60654,4.1766014,7.105528,2.8836904,-1.3779515,-1.397573,-8.63151,meningioma
-21.117933,12.447269,-8.572497,-21.591772,-4.4727893,-0.21670522,2.9474936,-6.9321923,-5.4229856,-8.2499,meningioma
-6.6236377,7.944403,8.219279,5.747377,3.0922077,-1.4673157,-11.468117,6.7288213,-3.4353037,-5.0952454,meningioma
-11.615141,-0.09215793,9.197898,2.706639,-2.7118893,-2.1008925,-11.182964,5.7250266,-5.6963186,-5.7813625,meningioma
-0.20272024,-22.302006,-0.24897426,2.6461556,1.8911103,-14.405323,0.34183514,-0.08238401,5.137248,-13.51518,meningioma
-5.6157775,4.1547046,13.191958,-2.9918506,-0.6719046,-2.1206317,-6.631804,5.099661,-7.446751,-10.947857,meningioma
-7.613856,-0.20712866,13.915297,-4.3966155,-3.617947,-3.6871195,-6.000703,3.887742,-6.44278,-10.195232,meningioma
-23.74301,3.50651,10.101073,-15.478709,13.002438,-8.897905,-0.89668596,-11.1858835,-5.795427,1.8224078,meningioma
-17.482927,39.094944,-27.557646,1.3373498,-14.927166,-1.6282709,-11.579914,3.26877,6.8322444,7.8600273,meningioma
13.442542,-22.979101,2.0036817,-4.7365417,-7.560316,0.84592557,-2.1440647,-8.643493,5.29272,0.77379966,meningioma
-0.8603424,-34.50943,-3.5686483,-4.959501,0.4371339,-0.690047,-2.3164864,-8.325048,6.2415953,0.43570825,meningioma
-3.8386335,1.1265146,2.756068,18.1346,-2.9699116,5.0390563,-9.840879,1.0069567,9.195448,-13.559705,meningioma
-10.466575,-6.528092,0.799329,15.326507,-3.513033,0.561522,-11.039565,-1.0588988,6.254716,-12.722119,meningioma
-6.1446786,-7.211598,9.2452135,11.925999,-1.5876703,-1.5177984,-6.3957777,-3.7511482,-0.35508177,-16.313385,meningioma
-8.11459,-9.906496,8.352744,10.079341,-2.162044,-2.351813,-7.810366,-4.3907704,-2.7276728,-14.323452,meningioma
-2.9558585,-11.146808,11.030661,-0.37941244,-7.592394,-6.0532436,2.014291,3.602195,0.93762475,4.924932,meningioma
-21.590462,36.986076,-30.574774,-0.4210875,-27.866917,0.8362055,-7.799436,14.332619,1.4630296,3.313245,meningioma
-1.9652828,-3.485489,9.463961,6.4994173,-2.9663162,-6.615743,-0.8319558,-1.270594,-6.36376,5.964391,meningioma
2.43492,1.362243,8.901441,12.2865925,3.8026576,-6.3402543,-3.7843275,-3.8251996,-7.741951,7.7063584,meningioma
-1.8960508,12.627882,2.4580352,18.10136,5.3172107,5.140834,-5.9231257,0.09939259,-0.07857034,10.512366,meningioma
-14.080762,19.922638,-5.472491,11.463925,1.1923573,2.186018,-4.7234893,4.773308,10.540048,8.40983,meningioma
-2.7453918,20.319172,-5.8463635,24.44328,-2.0961823,8.024417,-4.1486526,4.8512454,12.030308,13.876445,meningioma
0.32766688,8.969909,1.517075,26.61925,7.254297,6.9754076,-6.983279,1.3421164,1.8343666,4.348838,meningioma
4.3915124,4.969214,6.826804,26.612467,8.074107,7.856669,-8.072479,5.0602436,3.8071687,2.294893,meningioma
-14.547934,12.324505,-1.7933422,9.176218,10.317669,0.28129753,-18.923388,7.3650393,2.524108,9.86607,meningioma
-1.6326936,11.857029,7.5649867,9.950406,9.3608465,0.7630034,-18.369183,11.236839,-0.9411202,5.371734,meningioma
-8.621717,-18.807737,1.4765632,3.4326067,0.94058925,-13.871446,-10.700218,-4.2821,2.7437584,-8.913945,meningioma
-8.281727,-14.519657,2.6732638,6.6618714,0.032848235,-9.833594,-10.249595,-5.157138,2.2570183,-7.3197255,meningioma
-0.85325176,-4.665767,2.3227758,9.2278805,-7.446184,-6.7983084,-22.208918,0.61086434,1.0741023,-5.399307,meningioma
3.3532262,3.2752163,3.111728,25.698938,-4.675654,7.102296,-11.531478,9.58635,-6.7507544,-4.5990853,meningioma
-4.514092,-1.8611985,3.7911468,20.33264,-3.514815,2.6498735,-10.088824,4.2380958,-6.724415,-6.2285485,meningioma
-13.330384,-14.048116,4.5188837,17.492765,-4.121629,-1.9502717,-7.7826314,2.70048,-7.2412157,-2.5472221,meningioma
-15.729918,-15.423102,5.5240855,16.926704,-3.184828,-2.014458,-7.4809594,2.39123,-6.8389726,-2.8445537,meningioma
-21.57527,-3.1180677,3.0896645,24.40677,-7.5193677,16.677734,0.43850258,3.5375931,8.633478,5.1675143,meningioma
